"Class Nbr","Subject","Catalog","Section","Description","Capacity","Total Enrolled","Available Seats","Total Waitlisted","In Shopping Cart","Unmet Demand","Class Start Time","Class End Time","Meeting Days","Facility ID","Instructor","Start Date","End Date"
2350,"MA",810,21,"Thesis, Dissertation or Sp Pro",99,0,99,0,0,0,,,,,"Christopher Lynch","01/10/2019","04/26/2019"
4236,"MA",810,106,"Thesis, Dissertation or Sp Pro",99,4,95,0,0,0,,,,,"Marko Budisic","01/10/2019","04/26/2019"
2966,"MA",810,37,"Thesis, Dissertation or Sp Pro",99,1,98,0,0,0,,,,,"Brian Helenbrook","01/10/2019","04/26/2019"
2351,"MA",810,22,"Thesis, Dissertation or Sp Pro",99,0,99,0,0,0,,,,,"Scott R Fulton","01/10/2019","04/26/2019"
2748,"MA",739,1,"Seminar in Nonlinear Processes",30,13,17,0,1,0,"12:00PM","12:50PM","F","SC346","Erik Matthew Bollt","01/10/2019","04/26/2019"
2691,"MA",725,1,"Seminar in Applied Mathematics",25,9,16,0,0,0,"12:00PM","12:50PM","M","SC346","Prashant Athavale","01/10/2019","04/26/2019"
3839,"MA",810,105,"Thesis, Dissertation or Sp Pro",99,1,98,0,0,0,,,,,"Diana White","01/10/2019","04/26/2019"
3195,"MA",739,2,"Seminar in Nonlinear Processes",20,4,16,0,0,0,"4:00PM","4:50PM","R","SC344","Diana White","01/10/2019","04/26/2019"
2512,"MA",810,76,"Thesis, Dissertation or Sp Pro",99,1,98,0,0,0,,,,,"Joseph D Skufca","01/10/2019","04/26/2019"
2508,"MA",810,75,"Thesis, Dissertation or Sp Pro",99,3,96,0,0,0,,,,,"Kathleen Kavanagh","01/10/2019","04/26/2019"
2931,"MA",810,88,"Thesis, Dissertation or Sp Pro",99,2,97,0,0,0,,,,,"Guangming Yao","01/10/2019","04/26/2019"
2930,"MA",810,85,"Thesis, Dissertation or Sp Pro",99,2,97,0,0,0,,,,,"Guohui Song","01/10/2019","04/26/2019"
2368,"MA",810,65,"Thesis, Dissertation or Sp Pro",99,3,96,0,0,0,,,,,"Erik Matthew Bollt","01/10/2019","04/26/2019"
2929,"MA",810,64,"Thesis, Dissertation or Sp Pro",99,1,98,0,1,0,,,,,"Jie Sun","01/10/2019","04/26/2019"
2608,"MA",810,72,"Thesis, Dissertation or Sp Pro",99,3,96,0,0,0,,,,,"Sumona Mondal","01/10/2019","04/26/2019"
2370,"MA",810,66,"Thesis, Dissertation or Sp Pro",99,0,99,0,0,0,,,,,"Peter Turner","01/10/2019","04/26/2019"
2747,"MA",451,1,"Intro to Mathematical Research",30,15,15,0,3,0,"1:00PM","1:50PM","MWF","SC356","Kathleen Kavanagh","01/10/2019","04/26/2019"
2712,"MA",431,76,"Math Course Assistance",99,1,98,0,1,0,,,,,"Joseph D Skufca","01/10/2019","04/26/2019"
4237,"MA",497,106,"Undergraduate Research",99,1,98,0,0,0,,,,,"Marko Budisic","01/10/2019","04/26/2019"
2746,"MA",453,1,"Intro to Math Instruction",30,15,15,0,1,0,"1:00PM","1:50PM","MWF","SC356","Kathleen Kavanagh","01/10/2019","04/26/2019"
3509,"MA",401,88,"Directed Study in Mathematics",99,0,99,0,0,0,,,,,"Guangming Yao","01/10/2019","04/26/2019"
3508,"MA",401,76,"Directed Study in Mathematics",99,0,99,0,0,0,,,,,"Joseph D Skufca","01/10/2019","04/26/2019"
3513,"MA",405,76,"Directed Study in Applied Math",99,0,99,0,0,0,,,,,"Joseph D Skufca","01/10/2019","04/26/2019"
4144,"MA",405,5,"Directed Study in Applied Math",99,0,99,0,0,0,,,,,"Kathleen Kavanagh","01/10/2019","04/26/2019"
3392,"MA",601,13,"Topics in Mathematics",99,0,99,0,0,0,,,,,"Michael E Felland","01/10/2019","04/26/2019"
3941,"MA",579,1,"Intro to Applied Optimization",30,15,15,0,0,0,"9:00AM","9:50AM","MWF","SN112","Kathleen Kavanagh","01/10/2019","04/26/2019"
3904,"MA",705,76,"DS in Applied Mathematics",99,0,99,0,0,0,,,,,"Joseph D Skufca","01/10/2019","04/26/2019"
2690,"MA",701,76,"Directed Study in Mathematics",42,0,42,0,0,0,"2:30PM","3:45PM","R","SC356","Joseph D Skufca","01/10/2019","04/26/2019"
3939,"MA",525,1,"Functional Analysis",10,3,7,0,1,0,"3:00PM","3:50PM","MWF","SNB10M","Guohui Song","01/10/2019","04/26/2019"
2394,"MA",499,76,"Professional Experience",99,11,88,0,1,0,,,,,"Joseph D Skufca","01/10/2019","04/26/2019"
3940,"MA",571,1,"Numerical Solution of Diff Eq",30,9,21,0,0,0,"2:00PM","2:50PM","MWF","SC342","Marko Budisic","01/10/2019","04/26/2019"
2290,"MA",132,12,"Calculus II",24,23,1,0,0,0,"10:00AM","10:50AM","T","SC344",,"01/10/2019","04/26/2019"
2289,"MA",132,11,"Calculus II",24,21,3,0,0,0,"8:00AM","8:50AM","T","SC344",,"01/10/2019","04/26/2019"
2292,"MA",132,14,"Calculus II",24,13,11,0,0,0,"3:00PM","3:50PM","T","SC344",,"01/10/2019","04/26/2019"
2291,"MA",132,13,"Calculus II",24,19,5,0,0,0,"11:00AM","11:50AM","T","SC344",,"01/10/2019","04/26/2019"
2303,"MA",132,5,"Calculus II",85,86,-1,1,6,8,"2:00PM","2:50PM","MWF","SC160","Christopher J. Martin","01/10/2019","04/26/2019"
2305,"MA",132,4,"Calculus II",85,46,39,0,1,0,"3:00PM","3:50PM","MWF","SC160","Shandeepa Dilhani Wickramasing Batthana Mudiyansel","01/10/2019","04/26/2019"
3241,"MA",132,7,"Calculus II",30,17,13,0,16,3,"3:00PM","3:50PM","MWF","SC342","Christopher J. Martin","01/10/2019","04/26/2019"
2856,"MA",132,6,"Calculus II",85,56,29,0,1,0,"4:00PM","4:50PM","MWF","SC162","Diana White","01/10/2019","04/26/2019"
2300,"MA",132,32,"Calculus II",24,24,0,0,0,0,"9:00AM","9:50AM","R","SC344",,"01/10/2019","04/26/2019"
2299,"MA",132,31,"Calculus II",24,21,3,0,0,0,"8:00AM","8:50AM","R","SC344",,"01/10/2019","04/26/2019"
2302,"MA",132,34,"Calculus II",24,15,9,0,0,0,"2:00PM","2:50PM","R","SC344",,"01/10/2019","04/26/2019"
2301,"MA",132,33,"Calculus II",24,24,0,1,0,1,"11:00AM","11:50AM","R","SC344",,"01/10/2019","04/26/2019"
2295,"MA",132,22,"Calculus II",24,22,2,0,0,0,"11:00AM","11:50AM","T","SC340",,"01/10/2019","04/26/2019"
2294,"MA",132,21,"Calculus II",24,24,0,0,0,0,"9:00AM","9:50AM","T","SC344",,"01/10/2019","04/26/2019"
2297,"MA",132,24,"Calculus II",24,21,3,0,0,0,"4:00PM","4:50PM","T","SC340",,"01/10/2019","04/26/2019"
2296,"MA",132,23,"Calculus II",24,16,8,0,0,0,"2:00PM","2:50PM","T","SC340",,"01/10/2019","04/26/2019"
2854,"MA",42,3,"Co-Calculus II",18,15,3,0,0,0,"1:00PM","2:15PM","F","SC346",,"01/10/2019","04/26/2019"
2276,"MA",42,2,"Co-Calculus II",18,6,12,0,1,0,"4:00PM","5:15PM","W","SC344",,"01/10/2019","04/26/2019"
3204,"MA",42,"D1","Co-Calculus II",100,4,96,0,0,0,,,,"ONLINE",,"01/10/2019","04/26/2019"
2855,"MA",42,4,"Co-Calculus II",18,3,15,0,0,0,"4:00PM","5:15PM","R","SC340",,"01/10/2019","04/26/2019"
3271,"MA",41,2,"Co-Calculus Mathematics",30,25,5,0,0,0,"4:00PM","4:50PM","MW","SC342",,"01/10/2019","04/26/2019"
3196,"MA",41,1,"Co-Calculus Mathematics",30,13,17,0,0,0,"5:30PM","6:20PM","MW","SC342",,"01/10/2019","04/26/2019"
2275,"MA",42,1,"Co-Calculus II",18,13,5,0,1,0,"4:00PM","5:15PM","T","SC344",,"01/10/2019","04/26/2019"
3197,"MA",41,"D1","Co-Calculus Mathematics",18,0,18,0,2,0,,,,"ONLINE",,"01/10/2019","04/26/2019"
2242,"MA",132,1,"Calculus II",85,76,9,0,6,0,"9:00AM","9:50AM","MWF","SC162","Sara A. Morrison","01/10/2019","04/26/2019"
3365,"MA",131,14,"Calculus I",30,27,3,0,0,0,"4:00PM","4:50PM","R","SC348",,"01/10/2019","04/26/2019"
2298,"MA",132,3,"Calculus II",85,84,1,1,7,7,"11:00AM","11:50AM","MWF","SC162","Christopher J. Martin","01/10/2019","04/26/2019"
2293,"MA",132,2,"Calculus II",85,83,2,0,4,2,"10:00AM","10:50AM","MWF","SC162","Sara A. Morrison","01/10/2019","04/26/2019"
2277,"MA",131,11,"Calculus I",30,19,11,0,0,0,"10:00AM","10:50AM","R","SC348",,"01/10/2019","04/26/2019"
2241,"MA",131,1,"Calculus I",120,76,44,0,6,0,"12:00PM","12:50PM","MWF","SC160","Kathleen Kavanagh","01/10/2019","04/26/2019"
2279,"MA",131,13,"Calculus I",30,16,14,0,0,0,"12:00PM","12:50PM","R","SC340",,"01/10/2019","04/26/2019"
2278,"MA",131,12,"Calculus I",30,14,16,0,0,0,"11:00AM","11:50AM","R","SC340",,"01/10/2019","04/26/2019"
2458,"MA",181,21,"Basic Calculus",30,17,13,0,0,0,"8:30AM","9:20AM","R","SC346",,"01/10/2019","04/26/2019"
2476,"MA",181,13,"Basic Calculus",30,10,20,0,0,0,"3:00PM","3:50PM","T","SC340",,"01/10/2019","04/26/2019"
2478,"MA",181,23,"Basic Calculus",30,21,9,0,0,0,"3:00PM","3:50PM","R","SC340",,"01/10/2019","04/26/2019"
2460,"MA",181,22,"Basic Calculus",30,30,0,1,0,1,"1:00PM","1:50PM","R","SC340","Benjamin Galluzzo","01/10/2019","04/26/2019"
2452,"MA",181,2,"Basic Calculus",70,68,2,1,7,6,"10:00AM","10:50AM","MWF","SC160","Benjamin Galluzzo","01/10/2019","04/26/2019"
2450,"MA",181,1,"Basic Calculus",70,39,31,0,6,0,"9:00AM","9:50AM","MWF","CB176","Don Kumudu Mallawa Arachchi","01/10/2019","04/26/2019"
2456,"MA",181,12,"Basic Calculus",30,15,15,0,0,0,"1:00PM","1:50PM","T","SC340",,"01/10/2019","04/26/2019"
2454,"MA",181,11,"Basic Calculus",30,14,16,0,0,0,"11:00AM","11:50AM","T","SC348",,"01/10/2019","04/26/2019"
2522,"MA",231,3,"Calculus III",90,55,35,0,5,0,"3:00PM","3:50PM","MWF","SC362","Michael E Felland","01/10/2019","04/26/2019"
2257,"MA",231,2,"Calculus III",90,88,2,0,4,2,"2:00PM","2:50PM","MWF","SC362","Michael E Felland","01/10/2019","04/26/2019"
2308,"MA",231,12,"Calculus III",27,27,0,0,0,0,"11:00AM","11:50AM","R","SC354",,"01/10/2019","04/26/2019"
2306,"MA",231,11,"Calculus III",27,26,1,0,0,0,"8:00AM","8:50AM","R","SC354",,"01/10/2019","04/26/2019"
2860,"MA",211,1,"Discrete Mathematics & Proof",28,21,7,0,4,0,"11:00AM","11:50AM","MWF","SN129","Scott R Fulton","01/10/2019","04/26/2019"
2626,"MA",200,1,"Intro Math Modeling & Software",24,26,-2,1,7,10,"9:00AM","9:50AM","MWF","RL142","Joseph D Skufca","01/10/2019","04/26/2019"
2243,"MA",231,1,"Calculus III",90,93,-3,0,7,10,"11:00AM","11:50AM","MWF","SC362","Michael E Felland","01/10/2019","04/26/2019"
3318,"MA",211,2,"Discrete Mathematics & Proof",28,28,0,0,4,4,"12:00PM","12:50PM","MWF","SN129","Scott R Fulton","01/10/2019","04/26/2019"
2688,"MA",132,52,"Calculus II",24,24,0,0,0,0,"12:00PM","12:50PM","T","SC344",,"01/10/2019","04/26/2019"
2304,"MA",132,51,"Calculus II",24,24,0,1,0,1,"8:00AM","8:50AM","T","SC346",,"01/10/2019","04/26/2019"
4279,"MA",132,54,"Calculus II",24,13,11,0,0,0,"3:00PM","3:50PM","T","SC356",,"01/10/2019","04/26/2019"
3020,"MA",132,53,"Calculus II",24,25,-1,0,0,1,"1:00PM","1:50PM","T","SC342",,"01/10/2019","04/26/2019"
2686,"MA",132,42,"Calculus II",26,17,9,0,0,0,"12:00PM","12:50PM","R","SC344",,"01/10/2019","04/26/2019"
4269,"MA",132,41,"Calculus II",26,8,18,0,0,0,"10:00AM","10:50AM","R","SC344",,"01/10/2019","04/26/2019"
4270,"MA",132,44,"Calculus II",26,0,26,0,0,0,"3:00PM","3:50PM","R","SC344",,"01/10/2019","04/26/2019"
2687,"MA",132,43,"Calculus II",26,21,5,0,0,0,"1:00PM","1:50PM","R","SC344",,"01/10/2019","04/26/2019"
2656,"MA",180,1,"Intro College Mathematics",60,22,38,0,3,0,"2:00PM","2:50PM","MWF","SNB10L","Shandeepa Dilhani Wickramasing Batthana Mudiyansel","01/10/2019","04/26/2019"
3242,"MA",132,71,"Calculus II",30,17,13,0,0,0,"12:00PM","12:50PM","R","SC386","Christopher J. Martin","01/10/2019","04/26/2019"
2830,"MA",180,12,"Intro College Mathematics",30,10,20,0,0,0,"4:00PM","4:50PM","TR","SC342",,"01/10/2019","04/26/2019"
2657,"MA",180,11,"Intro College Mathematics",30,12,18,0,0,0,"2:00PM","2:50PM","TR","SC342",,"01/10/2019","04/26/2019"
2858,"MA",132,63,"Calculus II",25,22,3,0,0,0,"1:00PM","1:50PM","R","SC342",,"01/10/2019","04/26/2019"
2857,"MA",132,62,"Calculus II",24,16,8,0,0,0,"9:00AM","9:50AM","R","SC340",,"01/10/2019","04/26/2019"
2859,"MA",132,64,"Calculus II",24,18,6,0,0,0,"4:00PM","4:50PM","R","RL142",,"01/10/2019","04/26/2019"
3856,"ME",614,116,"Thesis, Dissertation",30,1,29,0,0,0,,,,,"Craig Gordon Merrett","01/10/2019","04/26/2019"
3774,"ME",614,115,"Thesis, Dissertation",30,4,26,0,0,0,,,,,"Pasquale Piperni","01/10/2019","04/26/2019"
2158,"ME",614,19,"Thesis, Dissertation",30,2,28,0,0,0,,,,,"Cetin Cetinkaya","01/10/2019","04/26/2019"
2157,"ME",614,17,"Thesis, Dissertation",30,0,30,0,0,0,,,,,"John Dempsey","01/10/2019","04/26/2019"
2970,"ME",614,10,"Thesis, Dissertation",30,3,27,0,0,0,,,,,"Byron D Erath","01/10/2019","04/26/2019"
2705,"ME",614,8,"Thesis, Dissertation",30,0,30,0,0,0,,,,,"Laurel Kuxhaus","01/10/2019","04/26/2019"
2156,"ME",614,11,"Thesis, Dissertation",30,0,30,0,0,0,,,,,"Arthur J. Michalek","01/10/2019","04/26/2019"
3215,"ME",614,102,"Thesis, Dissertation",30,2,28,0,0,0,,,,,"Marcias J. Martinez","01/10/2019","04/26/2019"
2160,"ME",614,34,"Thesis, Dissertation",30,5,25,0,0,0,,,,,"Suresh Dhaniyala","01/10/2019","04/26/2019"
3175,"ME",614,24,"Thesis, Dissertation",30,2,28,0,0,0,,,,,"Ioannis Mastorakos","01/10/2019","04/26/2019"
2161,"ME",614,46,"Thesis, Dissertation",30,3,27,0,0,0,,,,,"Brian Helenbrook","01/10/2019","04/26/2019"
2552,"ME",614,45,"Thesis, Dissertation",30,3,27,0,0,0,,,,,"Douglas Gordon Bohl","01/10/2019","04/26/2019"
3053,"ME",614,22,"Thesis, Dissertation",30,0,30,0,0,0,,,,,"James Michael Gibert","01/10/2019","04/26/2019"
2576,"ME",614,20,"Thesis, Dissertation",30,3,27,0,0,0,,,,,"Kevin Fite","01/10/2019","04/26/2019"
2159,"ME",614,23,"Thesis, Dissertation",30,2,28,0,0,0,,,,,"Kenneth D Visser","01/10/2019","04/26/2019"
3301,"ME",503,1,"Additive Manufacturing",30,38,-8,0,1,9,"11:00AM","12:15PM","TR","CB178","Daryush K Aidun","01/10/2019","04/26/2019"
2155,"ME",465,82,"Adv Independent Projects I",30,0,30,0,0,0,,,,,"Ronald LaFleur","01/10/2019","04/26/2019"
3347,"ME",531,1,"Computational Fluid Dynamics",20,12,8,0,1,0,"2:30PM","3:45PM","TR","CB268","Brian Helenbrook","01/10/2019","04/26/2019"
3379,"ME",503,"D1","Additive Manufacturing",30,2,28,0,3,0,,,,"ONLINE","Daryush K Aidun","01/10/2019","04/26/2019"
3872,"ME",465,19,"Adv Independent Projects I",30,0,30,0,1,0,,,,,"Cetin Cetinkaya","01/10/2019","04/26/2019"
2560,"ME",465,11,"Adv Independent Projects I",30,0,30,0,0,0,,,,,"Arthur J. Michalek","01/10/2019","04/26/2019"
2538,"ME",465,78,"Adv Independent Projects I",30,3,27,0,2,0,,,,,"Kenneth D Willmert","01/10/2019","04/26/2019"
2154,"ME",465,48,"Adv Independent Projects I",30,0,30,0,0,0,,,,,"Kathleen A Issen","01/10/2019","04/26/2019"
3277,"ME",591,90,"ST in Materials Engineering",30,0,30,0,0,0,,,,,"Ajit Achuthan","01/10/2019","04/26/2019"
3155,"ME",580,"D1","Adv Mod & Sim of Dyn Sys",30,0,30,0,0,0,,,,"ONLINE","Kevin Fite","01/10/2019","04/26/2019"
3386,"ME",610,"D46","Mechanical Engineering Seminar",30,0,30,0,2,0,,,,"ONLINE","Brian Helenbrook","01/10/2019","04/26/2019"
2065,"ME",610,46,"Mechanical Engineering Seminar",100,15,85,0,1,0,"2:00PM","3:50PM","F","CB176","Brian Helenbrook","01/10/2019","04/26/2019"
4239,"ME",561,61,"Engineering Optimization",5,2,3,0,1,0,"5:30PM","7:15PM","TR","ONLINE","Constantinos Minas","01/07/2019","03/15/2019"
2057,"ME",544,1,"Adv Computer Aided Design",24,5,19,0,5,0,"2:30PM","3:45PM","TR","RL142","Kenneth D Willmert","01/10/2019","04/26/2019"
3140,"ME",580,1,"Adv Mod & Sim of Dyn Sys",20,3,17,0,1,0,"1:00PM","2:15PM","TR","CB268","Kevin Fite","01/10/2019","04/26/2019"
3914,"ME",637,1,"Particle Transport II",20,4,16,0,1,0,"9:30AM","10:45AM","TR","CB268","Goodarz Ahmadi","01/10/2019","04/26/2019"
2518,"ME",628,89,"ST in Fluid Mechanics",30,0,30,0,0,0,,,,,"Goodarz Ahmadi","01/10/2019","04/26/2019"
3916,"ME",637,20,"Particle Transport II",48,46,2,0,0,0,"4:00PM","5:50PM","F","CB163","Goodarz Ahmadi","01/10/2019","04/26/2019"
3915,"ME",637,10,"Particle Transport II",20,18,2,0,0,0,"4:00PM","5:50PM","F","CB172","Goodarz Ahmadi","01/10/2019","04/26/2019"
2958,"ME",628,34,"ST in Fluid Mechanics",30,0,30,0,0,0,,,,,"Suresh Dhaniyala","01/10/2019","04/26/2019"
2500,"ME",628,23,"ST in Fluid Mechanics",30,0,30,0,0,0,,,,,"Kenneth D Visser","01/10/2019","04/26/2019"
2714,"ME",628,46,"ST in Fluid Mechanics",30,0,30,0,0,0,,,,,"Brian Helenbrook","01/10/2019","04/26/2019"
2578,"ME",628,45,"ST in Fluid Mechanics",30,0,30,0,0,0,,,,,"Douglas Gordon Bohl","01/10/2019","04/26/2019"
3300,"ME",657,19,"ST in Solid Mechanics",30,0,30,0,0,0,,,,,"Cetin Cetinkaya","01/10/2019","04/26/2019"
3255,"ME",657,102,"ST in Solid Mechanics",30,0,30,0,0,0,,,,,"Marcias J. Martinez","01/10/2019","04/26/2019"
3201,"ME",657,90,"ST in Solid Mechanics",30,0,30,0,0,0,,,,,"Ajit Achuthan","01/10/2019","04/26/2019"
3270,"ME",657,55,"ST in Solid Mechanics",30,0,30,0,0,0,,,,,"John Moosbrugger","01/10/2019","04/26/2019"
3918,"ME",637,"D1","Particle Transport II",30,0,30,0,0,0,,,,"ONLINE","Goodarz Ahmadi","01/10/2019","04/26/2019"
3917,"ME",637,30,"Particle Transport II",162,73,89,0,0,0,"4:00PM","5:50PM","F","CB177","Goodarz Ahmadi","01/10/2019","04/26/2019"
3348,"ME",654,1,"Elastic Waves in Solids",30,3,27,0,0,0,"9:30AM","10:45AM","TR","CB184","Cetin Cetinkaya","01/10/2019","04/26/2019"
2167,"ME",614,84,"Thesis, Dissertation",30,0,30,0,0,0,,,,,"Steven W Yurgartis","01/10/2019","04/26/2019"
2165,"ME",614,82,"Thesis, Dissertation",30,0,30,0,0,0,,,,,"Ronald LaFleur","01/10/2019","04/26/2019"
2169,"ME",614,89,"Thesis, Dissertation",30,2,28,0,0,0,,,,,"Goodarz Ahmadi","01/10/2019","04/26/2019"
2168,"ME",614,88,"Thesis, Dissertation",30,2,28,0,0,0,,,,,"Daryush K Aidun","01/10/2019","04/26/2019"
2163,"ME",614,55,"Thesis, Dissertation",30,0,30,0,0,0,,,,,"John Moosbrugger","01/10/2019","04/26/2019"
2162,"ME",614,48,"Thesis, Dissertation",30,1,29,0,0,0,,,,,"Kathleen A Issen","01/10/2019","04/26/2019"
2164,"ME",614,78,"Thesis, Dissertation",30,0,30,0,0,0,,,,,"Kenneth D Willmert","01/10/2019","04/26/2019"
2905,"ME",614,74,"Thesis, Dissertation",30,0,30,0,0,0,,,,,"Philip Yuya","01/10/2019","04/26/2019"
3206,"ME",616,82,"Special Projects",30,0,30,0,0,0,,,,,"Ronald LaFleur","01/10/2019","04/26/2019"
3207,"ME",616,46,"Special Projects",30,0,30,0,0,0,,,,,"Brian Helenbrook","01/10/2019","04/26/2019"
3773,"ME",628,115,"ST in Fluid Mechanics",30,1,29,0,0,0,,,,,"Pasquale Piperni","01/10/2019","04/26/2019"
3275,"ME",628,10,"ST in Fluid Mechanics",30,0,30,0,0,0,,,,,"Byron D Erath","01/10/2019","04/26/2019"
3057,"ME",616,20,"Special Projects",30,0,30,0,0,0,,,,,"Kevin Fite","01/10/2019","04/26/2019"
2706,"ME",614,90,"Thesis, Dissertation",30,3,27,0,0,0,,,,,"Ajit Achuthan","01/10/2019","04/26/2019"
3174,"ME",616,23,"Special Projects",30,1,29,0,0,0,,,,,"Kenneth D Visser","01/10/2019","04/26/2019"
4139,"ME",342,40,"Intro to Numerical Meth w Apps",40,28,12,0,0,0,"3:00PM","4:30PM","M","CB163","Ioannis Mastorakos","01/10/2019","04/26/2019"
4138,"ME",342,30,"Intro to Numerical Meth w Apps",40,37,3,0,0,0,"3:00PM","4:30PM","W","CB163","Ioannis Mastorakos","01/10/2019","04/26/2019"
3395,"ME",365,11,"Independent Projects I",99,0,99,0,0,0,,,,,"Arthur J. Michalek","01/10/2019","04/26/2019"
3406,"ME",365,102,"Independent Projects I",99,1,98,0,0,0,,,,,"Marcias J. Martinez","01/10/2019","04/26/2019"
4135,"ME",342,1,"Intro to Numerical Meth w Apps",150,110,40,0,4,0,"2:30PM","3:45PM","TR","CB177","Ioannis Mastorakos","01/10/2019","04/26/2019"
2054,"ME",341,1,"Mechanics of Machine Elements",160,118,42,0,6,0,"9:30AM","10:45AM","TR","SC360","Steven W Yurgartis","01/10/2019","04/26/2019"
4137,"ME",342,20,"Intro to Numerical Meth w Apps",40,20,20,0,0,0,"4:30PM","6:00PM","M","CB163","Ioannis Mastorakos","01/10/2019","04/26/2019"
4136,"ME",342,10,"Intro to Numerical Meth w Apps",40,25,15,0,0,0,"4:30PM","6:00PM","W","CB163","Ioannis Mastorakos","01/10/2019","04/26/2019"
2558,"ME",365,45,"Independent Projects I",99,0,99,0,1,0,,,,,"Douglas Gordon Bohl","01/10/2019","04/26/2019"
2580,"ME",365,34,"Independent Projects I",99,1,98,0,0,0,,,,,"Suresh Dhaniyala","01/10/2019","04/26/2019"
2498,"ME",365,78,"Independent Projects I",99,0,99,0,0,0,,,,,"Kenneth D Willmert","01/10/2019","04/26/2019"
2179,"ME",365,46,"Independent Projects I",99,0,99,0,0,0,,,,,"Brian Helenbrook","01/10/2019","04/26/2019"
3372,"ME",365,20,"Independent Projects I",99,1,98,0,0,0,,,,,"Kevin Fite","01/10/2019","04/26/2019"
2211,"ME",365,19,"Independent Projects I",99,0,99,0,0,0,,,,,"Cetin Cetinkaya","01/10/2019","04/26/2019"
2561,"ME",365,30,"Independent Projects I",99,0,99,0,0,0,,,,,"Ronald Buckingham","01/10/2019","04/26/2019"
2120,"ME",201,31,"Exp Methods in MAE",36,31,5,0,1,0,"8:00AM","9:50AM","F","CB179DUP","Ronald LaFleur","01/10/2019","04/26/2019"
2119,"ME",201,30,"Exp Methods in MAE",36,36,0,0,2,2,"8:00AM","9:50AM","F","CB184","Ronald LaFleur","01/10/2019","04/26/2019"
2052,"ME",212,2,"Intro to Engineering Design",50,50,0,0,3,3,"11:00AM","12:15PM","TR","CB172","David John Wells","01/10/2019","04/26/2019"
2002,"ME",212,1,"Intro to Engineering Design",50,49,1,0,3,2,"9:30AM","10:45AM","TR","CB172","David John Wells","01/10/2019","04/26/2019"
2116,"ME",201,11,"Exp Methods in MAE",36,35,1,0,2,1,"8:00AM","9:50AM","M","CB179DUP","Ronald LaFleur","01/10/2019","04/26/2019"
2115,"ME",201,10,"Exp Methods in MAE",36,35,1,0,5,4,"8:00AM","9:50AM","M","CB184","Ronald LaFleur","01/10/2019","04/26/2019"
2118,"ME",201,21,"Exp Methods in MAE",36,31,5,0,3,0,"1:00PM","2:50PM","W","CB179DUP","Ronald LaFleur","01/10/2019","04/26/2019"
2117,"ME",201,20,"Exp Methods in MAE",36,35,1,0,3,2,"1:00PM","2:50PM","W","CB184","Ronald LaFleur","01/10/2019","04/26/2019"
2670,"ME",326,10,"Intermediate Fluid Mechanics",20,18,2,0,0,0,"4:00PM","5:50PM","F","CB172","Goodarz Ahmadi","01/10/2019","04/26/2019"
2669,"ME",326,1,"Intermediate Fluid Mechanics",162,133,29,0,1,0,"11:00AM","12:15PM","TR","CB177","Goodarz Ahmadi","01/10/2019","04/26/2019"
3801,"ME",326,30,"Intermediate Fluid Mechanics",162,73,89,0,0,0,"4:00PM","5:50PM","F","CB177","Goodarz Ahmadi","01/10/2019","04/26/2019"
3796,"ME",326,20,"Intermediate Fluid Mechanics",48,46,2,0,0,0,"4:00PM","5:50PM","F","CB163","Goodarz Ahmadi","01/10/2019","04/26/2019"
2053,"ME",310,1,"Thermodynamic System Eng",120,100,20,0,1,0,"11:40AM","12:55PM","MW","CB176","Suresh Dhaniyala","01/10/2019","04/26/2019"
2069,"ME",212,3,"Intro to Engineering Design",50,37,13,0,6,0,"2:30PM","3:45PM","TR","CB172","David John Wells","01/10/2019","04/26/2019"
2704,"ME",324,1,"Dynamical Systems",100,99,1,0,10,9,"1:00PM","2:15PM","TR","SC162","James J Carroll Jr","01/10/2019","04/26/2019"
4134,"ME",442,40,"Eng Analy Using Finite Element",40,28,12,0,0,0,"3:00PM","4:30PM","M","CB163","Ioannis Mastorakos","01/10/2019","04/26/2019"
4133,"ME",442,30,"Eng Analy Using Finite Element",40,37,3,0,0,0,"3:00PM","4:30PM","W","CB163","Ioannis Mastorakos","01/10/2019","04/26/2019"
2200,"ME",445,1,"Integrated Design I",86,48,38,0,7,0,"10:00AM","10:50AM","MWF","SN213","Ronald Buckingham","01/10/2019","04/26/2019"
2056,"ME",444,1,"Computer Aided Engineering",53,37,16,0,8,0,"1:00PM","2:15PM","TR","CB172","Kenneth D Willmert","01/10/2019","04/26/2019"
2055,"ME",442,1,"Eng Analy Using Finite Element",150,110,40,0,1,0,"2:30PM","3:45PM","TR","CB177","Ioannis Mastorakos","01/10/2019","04/26/2019"
2943,"ME",411,1,"Introduction to Heat Transfer",250,92,158,0,8,0,"1:00PM","2:15PM","TR","SC360","Byron D Erath","01/10/2019","04/26/2019"
3146,"ME",442,20,"Eng Analy Using Finite Element",40,20,20,0,0,0,"4:30PM","6:00PM","M","CB163","Ioannis Mastorakos","01/10/2019","04/26/2019"
2094,"ME",442,10,"Eng Analy Using Finite Element",40,25,15,0,0,0,"4:30PM","6:00PM","W","CB163","Ioannis Mastorakos","01/10/2019","04/26/2019"
3720,"ME",446,31,"Integrated Design II",20,17,3,0,3,0,"8:00AM","9:15AM","TR","TC206","Erik Carl Backus","01/10/2019","04/26/2019"
